Review,Overall_Rating,Cleanliness_Rating,Staff_Rating,Food_Rating,WiFi_Rating,CheckIn_Rating,Guest_Type,Room_Type,Price,Stay_Date
Way overpriced for what you get. The bed was uncomfortable and noisy. Dusty room.,2,3,2,2,2,3,Family,Standard,121,2026-02-05
Loved the food and the Wi-Fi was super fast. Great for my business trip.,5,5,4,5,4,5,Solo,Suite,350,2025-12-07
Check-in was a breeze. Room was comfortable and clean.,5,4,5,4,5,5,Couple,Deluxe,162,2026-04-21
Loved the food and the Wi-Fi was super fast. Great for my business trip.,3,3,3,4,2,5,Family,Deluxe,195,2026-05-09
Wi-Fi didn't work at all. Completely unacceptable for a business trip. Found hair on the bed sheets.,1,1,2,1,1,1,Family,Standard,118,2025-09-15
"Average stay. The room was fine, but the food could be better.",3,4,2,4,3,3,Solo,Suite,302,2026-04-05
Decent hotel for the price. Location is good.,3,2,4,4,4,2,Business,Suite,287,2026-01-17
Amazing stay! The staff was incredibly friendly and the room was spotless.,4,4,5,5,3,5,Couple,Deluxe,208,2025-08-26
Loved the food and the Wi-Fi was super fast. Great for my business trip.,4,5,5,3,4,5,Couple,Suite,308,2025-10-16
Check-in was a breeze. Room was comfortable and clean.,4,5,5,5,3,4,Business,Suite,335,2025-12-25
Loved the food and the Wi-Fi was super fast. Great for my business trip.,4,3,4,5,2,5,Solo,Standard,131,2025-12-11
Very rude staff at the reception. Check-in took forever.,2,2,3,1,3,2,Business,Deluxe,185,2026-05-13
It was okay. Nothing special but no major issues either.,2,3,3,3,1,2,Family,Standard,132,2026-03-03
The food gave me food poisoning. Never eating here again. AC was broken.,1,1,1,1,2,2,Couple,Deluxe,178,2026-03-12
The food gave me food poisoning. Never eating here again. AC was broken.,1,1,2,1,1,2,Business,Standard,98,2025-12-24
Loved the food and the Wi-Fi was super fast. Great for my business trip.,4,4,4,3,4,3,Business,Deluxe,228,2025-11-15
Met my expectations. Cleanliness was acceptable.,3,3,4,3,2,4,Family,Suite,282,2026-02-07
Terrible experience. The room was dirty and smelled bad. Not worth the money.,2,2,1,1,2,2,Business,Deluxe,161,2025-09-02
Decent hotel for the price. Location is good.,3,4,4,3,1,2,Solo,Suite,317,2026-06-27
Excellent experience overall. Highly recommend this hotel to anyone.,5,5,4,5,5,5,Solo,Standard,148,2025-09-13
Excellent experience overall. Highly recommend this hotel to anyone.,4,5,4,4,4,5,Family,Standard,119,2026-01-16
Amazing stay! The staff was incredibly friendly and the room was spotless.,4,4,5,4,4,5,Solo,Deluxe,198,2025-11-27
Wi-Fi didn't work at all. Completely unacceptable for a business trip.,2,1,3,2,1,1,Couple,Standard,123,2026-02-16
"Wi-Fi was a bit spotty, but the staff was nice.",3,4,4,4,2,3,Family,Standard,110,2026-05-19
Excellent experience overall. Highly recommend this hotel to anyone.,5,5,5,5,4,4,Family,Deluxe,177,2026-05-23
Decent hotel for the price. Location is good.,3,4,4,4,2,3,Family,Standard,98,2026-06-30
It was okay. Nothing special but no major issues either.,3,4,4,4,1,2,Family,Deluxe,200,2025-10-12
Check-in was a breeze. Room was comfortable and clean.,5,5,5,5,5,4,Business,Deluxe,184,2025-09-22
Excellent experience overall. Highly recommend this hotel to anyone.,4,5,4,5,3,5,Family,Standard,109,2025-11-25
It was okay. Nothing special but no major issues either.,3,4,3,2,4,4,Business,Deluxe,207,2025-11-01
Perfect location and great amenities. Will definitely come back.,4,4,4,4,3,5,Solo,Deluxe,161,2025-12-15
"Average stay. The room was fine, but the food could be better.",3,2,2,2,4,4,Solo,Standard,142,2026-07-17
Check-in was a breeze. Room was comfortable and clean.,4,4,3,5,5,5,Couple,Deluxe,200,2026-02-16
Wi-Fi didn't work at all. Completely unacceptable for a business trip. Wi-Fi kept disconnecting.,2,2,2,1,1,2,Business,Suite,329,2026-04-20
Check-in was a breeze. Room was comfortable and clean.,5,5,5,5,5,4,Business,Standard,134,2025-12-27
Check-in was a breeze. Room was comfortable and clean.,3,5,4,3,2,3,Business,Suite,349,2025-10-07
Wi-Fi didn't work at all. Completely unacceptable for a business trip. Unfriendly check-in staff.,2,3,1,2,1,2,Solo,Deluxe,201,2026-07-19
Amazing stay! The staff was incredibly friendly and the room was spotless.,4,3,5,4,4,3,Family,Suite,347,2026-07-27
Check-in was a breeze. Room was comfortable and clean.,4,5,4,3,3,4,Solo,Suite,299,2025-10-21
Check-in was a breeze. Room was comfortable and clean.,4,4,4,5,5,4,Family,Standard,103,2025-09-28
It was okay. Nothing special but no major issues either.,3,4,3,2,4,3,Family,Standard,143,2026-05-04
"Wi-Fi was a bit spotty, but the staff was nice.",3,2,2,4,4,3,Business,Suite,332,2026-03-13
Met my expectations. Cleanliness was acceptable.,3,2,2,4,3,4,Business,Suite,306,2025-08-24
Loved the food and the Wi-Fi was super fast. Great for my business trip.,3,3,3,3,4,4,Family,Standard,91,2025-08-24
Perfect location and great amenities. Will definitely come back.,4,5,4,5,3,4,Business,Deluxe,206,2025-08-17
Loved the food and the Wi-Fi was super fast. Great for my business trip.,4,5,4,5,3,5,Business,Deluxe,220,2025-10-06
Loved the food and the Wi-Fi was super fast. Great for my business trip.,5,5,5,5,4,5,Business,Suite,306,2026-06-08
Check-in was a breeze. Room was comfortable and clean.,5,5,5,5,4,4,Business,Standard,120,2025-12-09
Excellent experience overall. Highly recommend this hotel to anyone.,5,5,5,5,5,4,Couple,Standard,109,2026-07-27
Amazing stay! The staff was incredibly friendly and the room was spotless.,4,3,4,5,2,5,Couple,Standard,106,2026-06-10
The food gave me food poisoning. Never eating here again. Not worth the money.,1,1,1,2,1,2,Solo,Deluxe,196,2025-12-07
Excellent experience overall. Highly recommend this hotel to anyone.,4,5,5,4,3,5,Business,Deluxe,202,2026-01-20
Perfect location and great amenities. Will definitely come back.,4,3,4,4,5,4,Solo,Suite,284,2026-06-25
"Average stay. The room was fine, but the food could be better.",3,4,3,4,3,3,Family,Deluxe,212,2025-08-27
Excellent experience overall. Highly recommend this hotel to anyone.,5,5,4,4,5,5,Couple,Suite,288,2025-10-14
Decent hotel for the price. Location is good.,3,3,4,4,2,4,Couple,Standard,129,2025-11-02
Terrible experience. The room was dirty and smelled bad. Internet speed is terrible.,2,1,2,2,2,1,Business,Deluxe,227,2025-12-31
Terrible experience. The room was dirty and smelled bad.,2,1,2,3,1,2,Family,Standard,144,2025-10-16
Excellent experience overall. Highly recommend this hotel to anyone.,4,5,5,4,3,5,Family,Deluxe,176,2025-11-12
Way overpriced for what you get. The bed was uncomfortable and noisy. Breakfast was cold and tasteless.,2,3,3,1,2,2,Business,Deluxe,165,2025-09-20
Perfect location and great amenities. Will definitely come back.,5,5,4,4,5,5,Couple,Standard,148,2026-01-09
Loved the food and the Wi-Fi was super fast. Great for my business trip.,3,3,3,4,2,3,Solo,Suite,345,2025-09-20
Excellent experience overall. Highly recommend this hotel to anyone.,5,5,5,4,5,5,Family,Suite,311,2025-10-25
Way overpriced for what you get. The bed was uncomfortable and noisy. Bathroom was not clean.,2,2,3,1,1,2,Business,Deluxe,166,2025-09-12
Excellent experience overall. Highly recommend this hotel to anyone.,5,5,5,5,5,5,Solo,Deluxe,205,2026-01-05
Check-in was a breeze. Room was comfortable and clean.,4,5,3,3,5,3,Couple,Standard,138,2026-01-04
"Average stay. The room was fine, but the food could be better.",3,2,2,4,3,3,Solo,Deluxe,210,2025-10-31
Check-in was a breeze. Room was comfortable and clean.,4,4,4,5,3,5,Couple,Deluxe,221,2026-03-23
Excellent experience overall. Highly recommend this hotel to anyone.,4,5,4,5,3,5,Family,Deluxe,173,2026-01-12
Check-in was a breeze. Room was comfortable and clean.,5,5,5,4,4,5,Business,Deluxe,180,2026-04-02
Perfect location and great amenities. Will definitely come back.,5,5,5,5,5,5,Solo,Standard,123,2026-05-04
Excellent experience overall. Highly recommend this hotel to anyone.,4,4,3,5,5,4,Family,Standard,92,2026-03-14
Amazing stay! The staff was incredibly friendly and the room was spotless.,5,5,4,5,5,5,Family,Deluxe,223,2026-06-25
"Average stay. The room was fine, but the food could be better.",3,2,4,4,1,2,Business,Standard,99,2026-03-18
Perfect location and great amenities. Will definitely come back.,5,4,5,5,5,5,Couple,Deluxe,198,2026-03-09
Excellent experience overall. Highly recommend this hotel to anyone.,4,5,4,3,4,3,Couple,Standard,127,2026-05-07
Terrible experience. The room was dirty and smelled bad.,2,1,1,2,3,3,Business,Standard,120,2026-07-29
Check-in was a breeze. Room was comfortable and clean.,5,5,4,5,4,5,Solo,Deluxe,177,2025-11-03
"Wi-Fi was a bit spotty, but the staff was nice.",3,2,3,4,2,2,Solo,Deluxe,161,2025-09-04
Check-in was a breeze. Room was comfortable and clean.,4,4,4,4,5,5,Business,Standard,134,2026-06-14
Excellent experience overall. Highly recommend this hotel to anyone.,5,5,5,5,4,4,Family,Deluxe,214,2026-06-04
Perfect location and great amenities. Will definitely come back.,5,5,5,5,5,5,Business,Suite,326,2025-08-16
